node_id,name,frequency,in_degree,out_degree
1399,ENSG00000119333,0.170341,27,24
1400,ENSG00000119335,0.122244,1,17
1401,ENSG00000119383,0.212425,20,6
1402,ENSG00000119392,0.164329,2,17
1403,ENSG00000119402,0.146293,11,10
1404,ENSG00000119414,0.1002,0,81
1405,ENSG00000119421,0.154309,23,23
1406,ENSG00000119431,0.160321,13,26
1407,ENSG00000119471,0.11022,1,35
1408,ENSG00000119522,0.48497,37,1
1409,ENSG00000119537,0.208417,10,11
1410,ENSG00000119541,0.154309,9,18
1411,ENSG00000119559,0.150301,16,25
1412,ENSG00000119574,0.448898,66,0
1413,ENSG00000119599,0.168337,0,7
1414,ENSG00000119630,0.368737,11,1
1415,ENSG00000119632,0.330661,41,1
1416,ENSG00000119650,0.142285,7,13
1417,ENSG00000119682,0.212425,4,4
1418,ENSG00000119705,0.260521,91,15
1419,ENSG00000119711,0.144289,0,18
1420,ENSG00000119723,0.166333,0,30
1421,ENSG00000119729,0.368737,65,0
1422,ENSG00000119772,0.198397,20,5
1423,ENSG00000119782,0.154309,0,10
1424,ENSG00000119801,0.314629,3,0
1425,ENSG00000119899,0.1002,0,25
1426,ENSG00000119900,0.396794,67,1
1427,ENSG00000119912,0.130261,0,36
1428,ENSG00000119919,0.619238,70,0
1429,ENSG00000119938,0.490982,49,0
1430,ENSG00000119943,0.162325,0,6
1431,ENSG00000119946,0.180361,0,10
1432,ENSG00000119986,0.224449,14,15
1433,ENSG00000120053,0.116232,0,0
1434,ENSG00000120055,0.334669,1,2
1435,ENSG00000120063,0.200401,58,27
1436,ENSG00000120071,0.122244,23,55
1437,ENSG00000120129,0.112224,0,39
1438,ENSG00000120159,0.192385,3,2
1439,ENSG00000120162,0.390782,58,3
1440,ENSG00000120278,0.198397,23,7
1441,ENSG00000120314,0.432866,57,1
1442,ENSG00000120318,0.150301,1,40
1443,ENSG00000120332,0.248497,0,0
1444,ENSG00000120438,0.122244,1,12
1445,ENSG00000120647,0.180361,0,8
1446,ENSG00000120675,0.310621,20,5
1447,ENSG00000120686,0.174349,7,13
1448,ENSG00000120688,0.276553,21,5
1449,ENSG00000120690,0.274549,87,8
1450,ENSG00000120694,0.176353,3,3
1451,ENSG00000120696,0.142285,2,46
1452,ENSG00000120699,0.148297,0,35
1453,ENSG00000120709,0.144289,0,23
1454,ENSG00000120725,0.212425,38,7
1455,ENSG00000120733,0.12024,29,28
1456,ENSG00000120738,0.186373,7,6
1457,ENSG00000120805,0.118236,1,29
1458,ENSG00000120833,0.112224,0,7
1459,ENSG00000120837,0.158317,0,15
1460,ENSG00000120868,0.126253,46,36
1461,ENSG00000120885,0.308617,35,10
1462,ENSG00000120903,0.140281,1,16
1463,ENSG00000120992,0.108216,0,32
1464,ENSG00000121022,0.11022,3,57
1465,ENSG00000121039,0.140281,0,64
1466,ENSG00000121064,0.184369,1,25
1467,ENSG00000121073,0.118236,0,38
1468,ENSG00000121210,0.114228,0,2
1469,ENSG00000121297,0.140281,9,53
1470,ENSG00000121316,0.144289,10,32
1471,ENSG00000121350,0.128257,0,13
1472,ENSG00000121361,0.156313,14,23
1473,ENSG00000121390,0.12024,0,20
1474,ENSG00000121413,0.232465,1,1
1475,ENSG00000121486,0.188377,37,12
1476,ENSG00000121644,0.310621,79,9
1477,ENSG00000121653,0.11022,0,9
1478,ENSG00000121690,0.352705,24,5
1479,ENSG00000121691,0.12024,4,55
1480,ENSG00000121716,0.170341,0,9
1481,ENSG00000121741,0.162325,18,7
1482,ENSG00000121743,0.154309,0,1
1483,ENSG00000121851,0.118236,0,32
1484,ENSG00000121879,0.154309,39,30
1485,ENSG00000121900,0.180361,43,22
1486,ENSG00000121903,0.354709,71,5
1487,ENSG00000122008,0.190381,52,20
1488,ENSG00000122012,0.116232,0,5
1489,ENSG00000122033,0.202405,25,8
1490,ENSG00000122042,0.234469,55,2
1491,ENSG00000122126,0.11022,3,171
1492,ENSG00000122484,0.162325,13,7
1493,ENSG00000122507,0.194389,42,12
1494,ENSG00000122512,0.262525,27,0
1495,ENSG00000122515,0.268537,34,2
1496,ENSG00000122543,0.264529,11,2
1497,ENSG00000122547,0.108216,0,7
1498,ENSG00000122643,0.130261,0,18
1499,ENSG00000122644,0.118236,1,43
1500,ENSG00000122687,0.190381,0,8
1501,ENSG00000122691,0.266533,0,2
1502,ENSG00000122696,0.146293,0,2
1503,ENSG00000122729,0.156313,8,18
1504,ENSG00000122824,0.346693,39,4
1505,ENSG00000122863,0.278557,56,14
1506,ENSG00000122870,0.116232,0,20
1507,ENSG00000122970,0.136273,17,52
1508,ENSG00000122971,0.112224,1,107
1509,ENSG00000122986,0.186373,14,13
1510,ENSG00000123095,0.158317,0,36
1511,ENSG00000123096,0.114228,0,95
1512,ENSG00000123104,0.114228,0,15
1513,ENSG00000123106,0.168337,13,7
1514,ENSG00000123119,0.368737,86,14
1515,ENSG00000123124,0.188377,4,4
1516,ENSG00000123131,0.202405,13,0
1517,ENSG00000123136,0.11022,0,53
1518,ENSG00000123144,0.144289,43,42
1519,ENSG00000123154,0.330661,87,7
1520,ENSG00000123159,0.12024,13,48
1521,ENSG00000123200,0.174349,35,25
1522,ENSG00000123240,0.280561,23,16
1523,ENSG00000123243,0.154309,10,22
1524,ENSG00000123297,0.296593,38,2
1525,ENSG00000123352,0.222445,0,5
1526,ENSG00000123364,0.242485,1,0
1527,ENSG00000123395,0.128257,8,50
1528,ENSG00000123407,0.190381,0,1
1529,ENSG00000123415,0.334669,78,4
1530,ENSG00000123453,0.124248,0,0
1531,ENSG00000123472,0.254509,3,1
1532,ENSG00000123500,0.112224,0,4
1533,ENSG00000123545,0.144289,0,6
1534,ENSG00000123552,0.12024,0,10
1535,ENSG00000123562,0.12024,14,165
1536,ENSG00000123570,0.200401,15,24
1537,ENSG00000123575,0.154309,32,5
1538,ENSG00000123607,0.160321,1,11
1539,ENSG00000123636,0.156313,27,7
1540,ENSG00000123684,0.250501,24,9
1541,ENSG00000123689,0.294589,17,3
1542,ENSG00000123737,0.168337,0,16
1543,ENSG00000123836,0.278557,14,0
1544,ENSG00000123933,0.376754,8,0
1545,ENSG00000123983,0.160321,0,3
1546,ENSG00000123989,0.334669,27,0
1547,ENSG00000123999,0.192385,14,16
1548,ENSG00000124074,0.124248,1,11
1549,ENSG00000124140,0.372745,1,1
1550,ENSG00000124155,0.126253,0,9
1551,ENSG00000124172,0.162325,34,14
1552,ENSG00000124177,0.192385,19,11
1553,ENSG00000124181,0.106212,0,65
1554,ENSG00000124193,0.150301,0,38
1555,ENSG00000124198,0.124248,19,62
1556,ENSG00000124207,0.108216,0,40
1557,ENSG00000124275,0.104208,0,49
1558,ENSG00000124302,0.118236,0,15
1559,ENSG00000124357,0.104208,0,32
1560,ENSG00000124383,0.116232,0,42
1561,ENSG00000124406,0.150301,1,18
1562,ENSG00000124422,0.156313,5,16
1563,ENSG00000124440,0.292585,31,5
1564,ENSG00000124479,0.172345,8,23
1565,ENSG00000124486,0.116232,22,66
1566,ENSG00000124496,0.206413,11,19
1567,ENSG00000124507,0.288577,7,0
1568,ENSG00000124535,0.162325,0,28
1569,ENSG00000124541,0.104208,0,99
1570,ENSG00000124549,0.274549,31,1
1571,ENSG00000124570,0.148297,20,68
1572,ENSG00000124571,0.184369,9,10
1573,ENSG00000124587,0.294589,2,1
1574,ENSG00000124588,0.11022,0,49
1575,ENSG00000124664,0.324649,41,0
1576,ENSG00000124702,0.134269,12,68
1577,ENSG00000124713,0.148297,5,30
1578,ENSG00000124721,0.140281,0,1
1579,ENSG00000124782,0.134269,4,16
1580,ENSG00000124785,0.158317,0,0
1581,ENSG00000124787,0.232465,2,7
1582,ENSG00000124789,0.128257,43,38
1583,ENSG00000124802,0.174349,4,6
1584,ENSG00000124839,0.330661,35,3
1585,ENSG00000125149,0.244489,4,8
1586,ENSG00000125170,0.202405,10,18
1587,ENSG00000125247,0.114228,0,33
1588,ENSG00000125257,0.420842,39,0
1589,ENSG00000125266,0.270541,6,1
1590,ENSG00000125356,0.134269,22,27
1591,ENSG00000125434,0.162325,0,5
1592,ENSG00000125450,0.126253,0,36
1593,ENSG00000125454,0.282565,13,1
1594,ENSG00000125457,0.144289,0,10
1595,ENSG00000125508,0.350701,0,0
1596,ENSG00000125520,0.140281,0,80
1597,ENSG00000125534,0.188377,18,23
1598,ENSG00000125611,0.122244,20,69
1599,ENSG00000125629,0.12024,5,56
1600,ENSG00000125630,0.306613,51,2
1601,ENSG00000125637,0.146293,0,12
1602,ENSG00000125650,0.138277,6,81
1603,ENSG00000125652,0.132265,25,58
1604,ENSG00000125656,0.346693,83,7
1605,ENSG00000125676,0.158317,14,13
1606,ENSG00000125691,0.276553,35,0
1607,ENSG00000125733,0.338677,53,2
1608,ENSG00000125740,0.136273,2,4
1609,ENSG00000125755,0.180361,7,32
1610,ENSG00000125772,0.172345,1,23
1611,ENSG00000125812,0.174349,29,12
1612,ENSG00000125814,0.174349,9,3
1613,ENSG00000125826,0.390782,92,2
1614,ENSG00000125827,0.168337,18,26
1615,ENSG00000125834,0.274549,48,4
1616,ENSG00000125841,0.412826,17,1
1617,ENSG00000125877,0.478958,41,0
1618,ENSG00000125898,0.206413,27,18
1619,ENSG00000125901,0.340681,95,6
1620,ENSG00000125912,0.180361,18,31
1621,ENSG00000125952,0.200401,0,14
1622,ENSG00000125967,0.282565,13,9
1623,ENSG00000125968,0.342685,36,1
1624,ENSG00000125970,0.114228,13,91
1625,ENSG00000125971,0.128257,11,59
1626,ENSG00000125977,0.106212,0,71
1627,ENSG00000125995,0.192385,45,12
1628,ENSG00000126005,0.148297,1,36
1629,ENSG00000126010,0.174349,1,10
1630,ENSG00000126012,0.220441,21,7
1631,ENSG00000126016,0.200401,7,12
1632,ENSG00000126067,0.148297,1,11
1633,ENSG00000126106,0.118236,0,107
1634,ENSG00000126216,0.174349,28,10
1635,ENSG00000126217,0.144289,0,27
1636,ENSG00000126231,0.184369,4,16
1637,ENSG00000126249,0.140281,1,61
1638,ENSG00000126254,0.11022,13,107
1639,ENSG00000126262,0.174349,0,13
1640,ENSG00000126267,0.116232,20,28
1641,ENSG00000126453,0.276553,62,11
1642,ENSG00000126458,0.238477,40,11
1643,ENSG00000126461,0.314629,34,2
1644,ENSG00000126522,0.212425,4,4
1645,ENSG00000126524,0.170341,5,17
1646,ENSG00000126603,0.214429,19,6
1647,ENSG00000126709,0.204409,2,1
1648,ENSG00000126746,0.126253,28,14
1649,ENSG00000126749,0.108216,4,56
1650,ENSG00000126777,0.154309,27,21
1651,ENSG00000126803,0.162325,0,48
1652,ENSG00000126858,0.210421,39,9
1653,ENSG00000126870,0.146293,13,8
1654,ENSG00000126934,0.148297,21,27
1655,ENSG00000126947,0.312625,49,9
1656,ENSG00000126953,0.160321,0,12
1657,ENSG00000127054,0.282565,51,16
1658,ENSG00000127191,0.150301,4,24
1659,ENSG00000127314,0.216433,74,21
1660,ENSG00000127328,0.202405,1,4
1661,ENSG00000127399,0.116232,0,46
1662,ENSG00000127415,0.300601,47,7
1663,ENSG00000127418,0.492986,83,0
1664,ENSG00000127419,0.246493,18,27
1665,ENSG00000127463,0.172345,11,7
1666,ENSG00000127483,0.138277,34,29
1667,ENSG00000127526,0.212425,12,4
1668,ENSG00000127554,0.320641,95,7
1669,ENSG00000127580,0.342685,68,0
1670,ENSG00000127586,0.260521,68,15
1671,ENSG00000127588,0.280561,22,0
1672,ENSG00000127663,0.108216,0,13
1673,ENSG00000127774,0.112224,0,29
1674,ENSG00000127824,0.196393,1,21
1675,ENSG00000127837,0.216433,5,13
1676,ENSG00000127838,0.156313,0,18
1677,ENSG00000127870,0.12024,22,55
1678,ENSG00000127914,0.134269,10,14
1679,ENSG00000127920,0.152305,2,32
1680,ENSG00000127951,0.128257,0,126
1681,ENSG00000127954,0.174349,3,7
1682,ENSG00000127955,0.190381,0,3
1683,ENSG00000127957,0.208417,12,7
1684,ENSG00000127990,0.182365,9,19
1685,ENSG00000128011,0.519038,132,0
1686,ENSG00000128059,0.198397,22,7
1687,ENSG00000128165,0.412826,44,0
1688,ENSG00000128228,0.142285,21,33
1689,ENSG00000128266,0.152305,4,26
1690,ENSG00000128274,0.116232,0,39
1691,ENSG00000128298,0.104208,0,9
1692,ENSG00000128309,0.258517,68,10
1693,ENSG00000128310,0.330661,2,1
1694,ENSG00000128311,0.250501,46,8
1695,ENSG00000128394,0.220441,1,10
1696,ENSG00000128422,0.158317,4,14
1697,ENSG00000128487,0.160321,0,5
1698,ENSG00000128512,0.178357,0,6
1699,ENSG00000128564,0.208417,0,13
1700,ENSG00000128585,0.140281,21,38
1701,ENSG00000128590,0.126253,1,48
1702,ENSG00000128626,0.124248,32,38
1703,ENSG00000128683,0.184369,0,0
1704,ENSG00000128708,0.118236,0,11
1705,ENSG00000128714,0.182365,7,17
1706,ENSG00000128791,0.240481,38,12
1707,ENSG00000128918,0.198397,23,21
1708,ENSG00000128923,0.140281,31,26
1709,ENSG00000128951,0.146293,0,23
1710,ENSG00000128973,0.116232,3,61
1711,ENSG00000128989,0.194389,46,33
1712,ENSG00000129003,0.138277,43,27
1713,ENSG00000129116,0.210421,38,18
1714,ENSG00000129187,0.130261,0,12
1715,ENSG00000129194,0.352705,67,5
1716,ENSG00000129197,0.324649,24,5
1717,ENSG00000129235,0.176353,16,26
1718,ENSG00000129245,0.134269,0,4
1719,ENSG00000129315,0.126253,22,36
1720,ENSG00000129354,0.318637,56,3
1721,ENSG00000129422,0.368737,118,1
1722,ENSG00000129472,0.108216,0,36
1723,ENSG00000129515,0.11022,7,103
1724,ENSG00000129646,0.194389,1,17
1725,ENSG00000129691,0.172345,2,22
1726,ENSG00000129757,0.440882,78,1
1727,ENSG00000129824,0.222445,32,5
1728,ENSG00000129911,0.128257,0,59
1729,ENSG00000129925,0.216433,1,3
1730,ENSG00000129932,0.306613,55,7
1731,ENSG00000129946,0.342685,50,0
1732,ENSG00000129968,0.140281,8,50
1733,ENSG00000130066,0.122244,0,6
1734,ENSG00000130150,0.124248,0,3
1735,ENSG00000130159,0.108216,14,81
1736,ENSG00000130165,0.158317,23,31
1737,ENSG00000130175,0.142285,9,68
1738,ENSG00000130177,0.122244,0,1
1739,ENSG00000130202,0.170341,0,15
1740,ENSG00000130203,0.194389,3,2
1741,ENSG00000130204,0.218437,27,10
1742,ENSG00000130208,0.376754,9,0
1743,ENSG00000130224,0.202405,15,22
1744,ENSG00000130227,0.358717,50,0
1745,ENSG00000130244,0.416834,86,3
1746,ENSG00000130255,0.304609,44,3
1747,ENSG00000130299,0.176353,8,22
1748,ENSG00000130305,0.194389,34,19
1749,ENSG00000130313,0.176353,40,20
1750,ENSG00000130332,0.420842,115,3
1751,ENSG00000130338,0.174349,5,7
1752,ENSG00000130340,0.242485,50,1
1753,ENSG00000130349,0.182365,5,12
1754,ENSG00000130449,0.128257,18,51
1755,ENSG00000130479,0.192385,0,2
1756,ENSG00000130489,0.308617,65,1
1757,ENSG00000130511,0.230461,48,7
1758,ENSG00000130513,0.188377,0,4
1759,ENSG00000130520,0.162325,37,21
1760,ENSG00000130529,0.236473,25,17
1761,ENSG00000130545,0.108216,0,33
1762,ENSG00000130589,0.138277,1,16
1763,ENSG00000130590,0.230461,14,18
1764,ENSG00000130669,0.192385,1,10
1765,ENSG00000130701,0.118236,0,108
1766,ENSG00000130706,0.142285,10,22
1767,ENSG00000130714,0.180361,5,23
1768,ENSG00000130717,0.234469,39,6
1769,ENSG00000130724,0.220441,56,7
1770,ENSG00000130725,0.324649,77,6
1771,ENSG00000130726,0.194389,25,8
1772,ENSG00000130731,0.324649,77,8
1773,ENSG00000130733,0.196393,0,14
1774,ENSG00000130734,0.182365,1,33
1775,ENSG00000130741,0.102204,0,24
1776,ENSG00000130748,0.248497,59,16
1777,ENSG00000130758,0.200401,3,18
1778,ENSG00000130764,0.106212,0,77
1779,ENSG00000130768,0.232465,1,7
1780,ENSG00000130770,0.192385,33,42
1781,ENSG00000130810,0.310621,81,8
1782,ENSG00000130811,0.160321,23,27
1783,ENSG00000130826,0.202405,11,6
1784,ENSG00000130827,0.220441,8,2
1785,ENSG00000130881,0.154309,0,39
1786,ENSG00000130940,0.112224,0,28
1787,ENSG00000130962,0.222445,19,5
1788,ENSG00000130985,0.132265,0,19
1789,ENSG00000130988,0.250501,32,15
1790,ENSG00000130997,0.472946,88,0
1791,ENSG00000131013,0.114228,26,41
1792,ENSG00000131023,0.128257,35,17
1793,ENSG00000131037,0.116232,0,112
1794,ENSG00000131115,0.126253,0,12
1795,ENSG00000131116,0.136273,34,47
1796,ENSG00000131143,0.128257,2,26
1797,ENSG00000131149,0.106212,0,39
1798,ENSG00000131165,0.12024,2,96
1799,ENSG00000131171,0.164329,4,43
1800,ENSG00000131187,0.212425,6,11
1801,ENSG00000131188,0.438878,108,0
1802,ENSG00000131263,0.158317,23,6
1803,ENSG00000131368,0.368737,74,4
1804,ENSG00000131389,0.208417,34,13
1805,ENSG00000131408,0.150301,5,2
1806,ENSG00000131435,0.150301,0,44
1807,ENSG00000131437,0.158317,2,3
1808,ENSG00000131462,0.102204,0,33
1809,ENSG00000131467,0.204409,4,5
1810,ENSG00000131480,0.188377,0,1
1811,ENSG00000131504,0.130261,0,9
1812,ENSG00000131626,0.140281,5,12
1813,ENSG00000131634,0.136273,0,2
1814,ENSG00000131652,0.232465,47,8
1815,ENSG00000131653,0.116232,0,42
1816,ENSG00000131697,0.182365,3,17
1817,ENSG00000131711,0.220441,30,16
1818,ENSG00000131725,0.200401,71,18
1819,ENSG00000131730,0.180361,3,19
1820,ENSG00000131778,0.234469,1,12
1821,ENSG00000131831,0.328657,40,0
1822,ENSG00000131844,0.154309,0,15
1823,ENSG00000131848,0.226453,0,2
1824,ENSG00000131849,0.130261,0,24
1825,ENSG00000131876,0.12024,0,69
1826,ENSG00000131941,0.118236,0,32
1827,ENSG00000131981,0.336673,34,5
1828,ENSG00000132004,0.222445,26,12
1829,ENSG00000132153,0.224449,4,4
1830,ENSG00000132164,0.354709,10,1
1831,ENSG00000132182,0.214429,9,7
1832,ENSG00000132205,0.264529,0,0
1833,ENSG00000132254,0.310621,14,4
1834,ENSG00000132274,0.152305,12,27
1835,ENSG00000132286,0.152305,1,32
1836,ENSG00000132294,0.136273,15,58
1837,ENSG00000132300,0.172345,1,8
1838,ENSG00000132323,0.152305,17,17
1839,ENSG00000132329,0.256513,25,7
1840,ENSG00000132341,0.138277,2,14
1841,ENSG00000132356,0.106212,0,37
1842,ENSG00000132359,0.238477,11,9
1843,ENSG00000132361,0.1002,0,79
1844,ENSG00000132376,0.148297,1,49
1845,ENSG00000132382,0.162325,2,25
1846,ENSG00000132386,0.198397,22,19
1847,ENSG00000132388,0.136273,3,13
1848,ENSG00000132432,0.400802,135,0
1849,ENSG00000132463,0.240481,9,1
1850,ENSG00000132466,0.128257,12,33
1851,ENSG00000132485,0.128257,0,42
1852,ENSG00000132507,0.210421,17,4
1853,ENSG00000132535,0.240481,14,17
1854,ENSG00000132549,0.124248,1,34
1855,ENSG00000132591,0.11022,0,83
1856,ENSG00000132600,0.224449,10,10
1857,ENSG00000132612,0.242485,32,1
1858,ENSG00000132613,0.134269,0,84
1859,ENSG00000132635,0.262525,41,19
1860,ENSG00000132639,0.268537,37,14
1861,ENSG00000132646,0.128257,0,13
1862,ENSG00000132669,0.216433,19,11
1863,ENSG00000132676,0.106212,0,15
1864,ENSG00000132716,0.112224,0,42
1865,ENSG00000132749,0.182365,1,30
1866,ENSG00000132763,0.186373,0,8
1867,ENSG00000132768,0.332665,56,4
1868,ENSG00000132792,0.232465,4,2
1869,ENSG00000132801,0.170341,0,9
1870,ENSG00000132819,0.38477,55,2
1871,ENSG00000132821,0.232465,0,4
1872,ENSG00000132842,0.182365,29,14
1873,ENSG00000132855,0.136273,0,6
1874,ENSG00000132879,0.166333,15,26
1875,ENSG00000132953,0.122244,11,82
1876,ENSG00000132964,0.128257,5,16
1877,ENSG00000133026,0.142285,0,3
1878,ENSG00000133028,0.186373,0,6
1879,ENSG00000133048,0.11022,0,1
1880,ENSG00000133103,0.194389,33,8
1881,ENSG00000133104,0.282565,35,17
1882,ENSG00000133111,0.150301,6,6
1883,ENSG00000133112,0.130261,0,18
1884,ENSG00000133114,0.180361,18,7
1885,ENSG00000133131,0.156313,0,11
1886,ENSG00000133142,0.12024,0,19
1887,ENSG00000133243,0.286573,13,5
1888,ENSG00000133250,0.328657,62,7
1889,ENSG00000133256,0.306613,34,6
1890,ENSG00000133265,0.250501,62,13
1891,ENSG00000133275,0.114228,0,65
1892,ENSG00000133315,0.238477,39,25
1893,ENSG00000133316,0.174349,25,55
1894,ENSG00000133422,0.178357,0,17
1895,ENSG00000133424,0.236473,22,5
1896,ENSG00000133597,0.166333,0,18
1897,ENSG00000133606,0.184369,0,5
1898,ENSG00000133612,0.184369,18,17
1899,ENSG00000133619,0.168337,0,12
1900,ENSG00000133640,0.41483,23,0
1901,ENSG00000133657,0.186373,24,5
1902,ENSG00000133687,0.170341,15,32
1903,ENSG00000133704,0.174349,22,12
1904,ENSG00000133706,0.140281,3,30
1905,ENSG00000133731,0.220441,7,3
1906,ENSG00000133740,0.150301,3,16
1907,ENSG00000133805,0.166333,6,7
1908,ENSG00000133808,0.122244,0,9
1909,ENSG00000133816,0.246493,3,0
1910,ENSG00000133835,0.160321,0,8
1911,ENSG00000133895,0.42485,103,0
1912,ENSG00000133937,0.41483,46,0
1913,ENSG00000133961,0.140281,28,13
1914,ENSG00000133983,0.210421,4,2
1915,ENSG00000133985,0.216433,0,0
1916,ENSG00000134058,0.174349,0,7
1917,ENSG00000134086,0.142285,3,13
1918,ENSG00000134107,0.104208,0,54
1919,ENSG00000134109,0.112224,0,34
1920,ENSG00000134198,0.320641,60,13
1921,ENSG00000134202,0.344689,46,3
1922,ENSG00000134215,0.374749,35,2
1923,ENSG00000134287,0.144289,0,7
1924,ENSG00000134291,0.108216,0,3
1925,ENSG00000134294,0.144289,15,91
1926,ENSG00000134318,0.166333,38,30
1927,ENSG00000134324,0.196393,13,18
1928,ENSG00000134326,0.126253,2,4
1929,ENSG00000134352,0.428858,157,2
1930,ENSG00000134440,0.164329,6,4
1931,ENSG00000134452,0.118236,13,23
1932,ENSG00000134453,0.254509,10,0
1933,ENSG00000134461,0.246493,1,5
1934,ENSG00000134463,0.244489,0,0
1935,ENSG00000134480,0.142285,0,1
1936,ENSG00000134532,0.364729,61,4
1937,ENSG00000134533,0.162325,9,32
1938,ENSG00000134574,0.150301,0,9
1939,ENSG00000134602,0.152305,1,36
1940,ENSG00000134612,0.218437,0,0
1941,ENSG00000134644,0.126253,18,31
1942,ENSG00000134697,0.170341,1,34
1943,ENSG00000134709,0.142285,12,17
1944,ENSG00000134716,0.266533,26,3
1945,ENSG00000134809,0.102204,1,142
1946,ENSG00000134815,0.152305,3,39
1947,ENSG00000134817,0.140281,0,3
1948,ENSG00000134824,0.288577,0,0
1949,ENSG00000134825,0.11022,4,82
1950,ENSG00000134852,0.140281,30,28
1951,ENSG00000134897,0.186373,1,14
1952,ENSG00000134905,0.182365,16,30
1953,ENSG00000134909,0.126253,0,52
1954,ENSG00000134954,0.174349,18,18
1955,ENSG00000134970,0.204409,26,1
1956,ENSG00000134982,0.178357,52,25
1957,ENSG00000135018,0.256513,14,1
1958,ENSG00000135040,0.126253,0,13
1959,ENSG00000135047,0.128257,0,10
1960,ENSG00000135052,0.204409,0,3
1961,ENSG00000135063,0.268537,1,1
1962,ENSG00000135069,0.202405,0,4
1963,ENSG00000135083,0.490982,144,0
1964,ENSG00000135094,0.138277,0,1
1965,ENSG00000135097,0.374749,49,0
1966,ENSG00000135100,0.150301,6,3
1967,ENSG00000135108,0.112224,13,100
1968,ENSG00000135124,0.220441,2,5
1969,ENSG00000135127,0.136273,0,16
1970,ENSG00000135144,0.182365,0,0
1971,ENSG00000135148,0.136273,0,0
1972,ENSG00000135185,0.156313,0,33
1973,ENSG00000135241,0.258517,60,6
1974,ENSG00000135269,0.44489,99,0
1975,ENSG00000135272,0.280561,41,7
1976,ENSG00000135315,0.246493,38,4
1977,ENSG00000135316,0.132265,10,61
1978,ENSG00000135318,0.218437,37,21
1979,ENSG00000135324,0.460922,114,0
1980,ENSG00000135336,0.11022,0,129
1981,ENSG00000135338,0.174349,36,24
1982,ENSG00000135341,0.158317,15,17
1983,ENSG00000135378,0.166333,1,15
1984,ENSG00000135387,0.144289,18,11
1985,ENSG00000135390,0.270541,52,2
1986,ENSG00000135392,0.126253,33,27
1987,ENSG00000135404,0.126253,1,36
1988,ENSG00000135409,0.352705,5,0
1989,ENSG00000135457,0.208417,9,8
1990,ENSG00000135480,0.114228,1,15
1991,ENSG00000135525,0.128257,0,33
1992,ENSG00000135540,0.148297,0,12
1993,ENSG00000135547,0.202405,0,3
1994,ENSG00000135587,0.360721,43,0
1995,ENSG00000135617,0.168337,1,1
1996,ENSG00000135632,0.186373,2,16
1997,ENSG00000135637,0.284569,38,2
1998,ENSG00000135720,0.134269,50,45
1999,ENSG00000135722,0.214429,3,24
2000,ENSG00000135723,0.11022,0,15
2001,ENSG00000135766,0.11022,4,81
2002,ENSG00000135821,0.312625,28,2
2003,ENSG00000135837,0.140281,44,25
2004,ENSG00000135845,0.124248,0,10
2005,ENSG00000135913,0.158317,52,17
2006,ENSG00000135930,0.170341,18,12
2007,ENSG00000135932,0.108216,0,11
2008,ENSG00000135940,0.134269,23,73
2009,ENSG00000135951,0.280561,0,0
2010,ENSG00000135966,0.208417,18,7
2011,ENSG00000135968,0.248497,31,3
2012,ENSG00000135972,0.146293,2,26
2013,ENSG00000135974,0.138277,10,21
2014,ENSG00000135999,0.122244,15,70
2015,ENSG00000136003,0.198397,2,3
2016,ENSG00000136044,0.104208,0,13
2017,ENSG00000136048,0.164329,0,39
2018,ENSG00000136051,0.180361,57,10
2019,ENSG00000136059,0.166333,0,15
2020,ENSG00000136098,0.146293,0,8
2021,ENSG00000136100,0.194389,15,10
2022,ENSG00000136141,0.180361,33,37
2023,ENSG00000136143,0.264529,29,0
2024,ENSG00000136146,0.340681,14,0
2025,ENSG00000136147,0.210421,4,24
2026,ENSG00000136149,0.208417,41,7
2027,ENSG00000136156,0.340681,32,1
2028,ENSG00000136158,0.256513,34,6
2029,ENSG00000136161,0.232465,30,11
2030,ENSG00000136167,0.104208,0,1
2031,ENSG00000136169,0.136273,0,47
2032,ENSG00000136193,0.266533,48,14
2033,ENSG00000136240,0.146293,0,8
2034,ENSG00000136243,0.258517,21,4
2035,ENSG00000136270,0.150301,4,36
2036,ENSG00000136271,0.370741,64,1
2037,ENSG00000136273,0.116232,0,5
2038,ENSG00000136274,0.348697,51,12
2039,ENSG00000136279,0.184369,9,2
2040,ENSG00000136379,0.136273,0,5
2041,ENSG00000136436,0.134269,19,23
2042,ENSG00000136444,0.633267,140,0
2043,ENSG00000136478,0.226453,15,0
2044,ENSG00000136485,0.210421,21,5
2045,ENSG00000136603,0.118236,5,140
2046,ENSG00000136628,0.266533,44,4
2047,ENSG00000136643,0.250501,0,0
2048,ENSG00000136695,0.286573,7,0
2049,ENSG00000136699,0.238477,6,4
2050,ENSG00000136715,0.12024,0,30
2051,ENSG00000136718,0.214429,21,8
2052,ENSG00000136731,0.138277,8,20
2053,ENSG00000136732,0.12024,4,36
2054,ENSG00000136758,0.132265,24,27
2055,ENSG00000136810,0.156313,6,15
2056,ENSG00000136813,0.254509,45,5
2057,ENSG00000136816,0.348697,2,0
2058,ENSG00000136819,0.132265,0,15
2059,ENSG00000136828,0.142285,1,14
2060,ENSG00000136840,0.284569,19,11
2061,ENSG00000136870,0.142285,0,4
2062,ENSG00000136877,0.230461,35,6
2063,ENSG00000136878,0.12024,0,18
